Category	Chromosome	Loci Start	Loci End	Gene ID	Gene Symbol	Strand	Distance to TSS	Description	Conservation Score	Fractional Overlaping
Intron	chr8	048545338	048547196	uc009lrs.2	Odz3	-	+128423	Mus musculus odd Oz/ten-m homolog 3 (Drosophila) (Odz3), transcript variant 1, mRNA.	NA	NA
Intron	chr8	048553735	048555987	uc009lrs.2	Odz3	-	+119829	Mus musculus odd Oz/ten-m homolog 3 (Drosophila) (Odz3), transcript variant 1, mRNA.	NA	NA
Intron	chr8	048553735	048555987	uc009lrs.2	Odz3	-	+119829	Mus musculus odd Oz/ten-m homolog 3 (Drosophila) (Odz3), transcript variant 1, mRNA.	NA	NA
Intron	chr8	048864878	048865525	uc009lrv.1	AK032387	+	+9785	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430532D13 product:unclassifiable, full insert sequence.	NA	NA
Intron	chr8	048865846	048866320	uc009lrv.1	AK032387	+	+10667	Mus musculus adult male olfactory brain cDNA, RIKEN full-length enriched library, clone:6430532D13 product:unclassifiable, full insert sequence.	NA	NA
Exon/CD	chr8	053511421	053512397	uc009lrz.2	Aga	+	+0208	Mus musculus aspartylglucosaminidase (Aga), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr8	054076817	054078840	uc009lsc.1	Vegfc	+	+0297	Mus musculus vascular endothelial growth factor C (Vegfc), mRNA.	NA	NA
5'UTR	chr8	054529278	054530648	uc029wsz.1	Spcs3	-	+0035	Mus musculus signal peptidase complex subunit 3 homolog (S. cerevisiae) (Spcs3), mRNA.	NA	NA
Upstream	chr8	056291882	056292208	uc009lso.1	Hpgd	+	-2506	Mus musculus hydroxyprostaglandin dehydrogenase 15 (NAD) (Hpgd), mRNA.	NA	NA
Upstream	chr8	056292543	056295789	uc009lso.1	Hpgd	+	-0385	Mus musculus hydroxyprostaglandin dehydrogenase 15 (NAD) (Hpgd), mRNA.	NA	NA
Intron	chr8	056550397	056553672	uc009lsr.1	Fbxo8	+	+0901	Mus musculus F-box protein 8 (Fbxo8), mRNA.	NA	NA
Intron	chr8	056563966	056564779	uc009lsr.1	Fbxo8	+	+13239	Mus musculus F-box protein 8 (Fbxo8), mRNA.	NA	NA
3'UTR	chr8	056591534	056591875	uc009lsr.1	Fbxo8	+	+40571	Mus musculus F-box protein 8 (Fbxo8), mRNA.	NA	NA
Upstream	chr8	057316698	057320227	uc009lss.2	Hand2	+	-2520	Mus musculus heart and neural crest derivatives expressed transcript 2 (Hand2), mRNA.	NA	NA
5'UTR	chr8	057486536	057488628	uc009lsu.2	Sap30	-	+0278	Mus musculus sin3 associated polypeptide (Sap30), mRNA.	NA	NA
Upstream	chr8	057510606	057511524	uc009lsx.2	Hmgb2	+	-0777	Mus musculus high mobility group box 2 (Hmgb2), mRNA.	NA	NA
Intron	chr8	057511853	057513000	uc009lsx.2	Hmgb2	+	+0584	Mus musculus high mobility group box 2 (Hmgb2), mRNA.	NA	NA
Intron	chr8	057530216	057531197	uc009lsy.2	Galnt7	-	+122349	Mus musculus UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 (Galnt7), transcript variant 1, mRNA.	NA	NA
Intron	chr8	057651647	057653616	uc009lsy.2	Galnt7	-	+0424	Mus musculus UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 (Galnt7), transcript variant 1, mRNA.	NA	NA
Intron	chr8	057799570	057799910	uc012gea.2	Galntl6	-	+1111887	Mus musculus UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6 (Galntl6), mRNA.	NA	NA
Exon/CD	chr8	060505561	060506998	uc009lte.1	Aadat	+	+0156	Mus musculus aminoadipate aminotransferase (Aadat), mRNA.	NA	NA
Intron	chr8	060534447	060535901	uc009lte.1	Aadat	+	+29051	Mus musculus aminoadipate aminotransferase (Aadat), mRNA.	NA	NA
Upstream	chr8	060632294	060632582	uc009ltf.2	Mfap3l	+	-0421	Mus musculus microfibrillar-associated protein 3-like (Mfap3l), transcript variant 1, mRNA.	NA	NA
Intron	chr8	060947077	060948164	uc009ltm.2	Clcn3	-	+35691	Mus musculus chloride channel 3 (Clcn3), transcript variant e, mRNA.	NA	NA
Intron	chr8	060953863	060954746	uc009ltm.2	Clcn3	-	+29007	Mus musculus chloride channel 3 (Clcn3), transcript variant e, mRNA.	NA	NA
Intron	chr8	060978826	060979101	uc009ltm.2	Clcn3	-	+4348	Mus musculus chloride channel 3 (Clcn3), transcript variant e, mRNA.	NA	NA
5'UTR	chr8	060982231	060983923	uc009ltm.2	Clcn3	-	+0234	Mus musculus chloride channel 3 (Clcn3), transcript variant e, mRNA.	NA	NA
5'UTR	chr8	060992452	060994456	uc009ltt.1	Nek1	+	+0235	Mus musculus NIMA (never in mitosis gene a)-related expressed kinase 1 (Nek1), mRNA.	NA	NA
5'UTR	chr8	061223585	061224998	uc009ltx.1	Sh3rf1	+	+0121	Mus musculus SH3 domain containing ring finger 1 (Sh3rf1), mRNA.	NA	NA
Exon/CD	chr8	061225876	061226347	uc009ltx.1	Sh3rf1	+	+1941	Mus musculus SH3 domain containing ring finger 1 (Sh3rf1), mRNA.	NA	NA
Intron	chr8	061273286	061273525	uc009ltx.1	Sh3rf1	+	+49235	Mus musculus SH3 domain containing ring finger 1 (Sh3rf1), mRNA.	NA	NA
Intron	chr8	061487695	061488558	uc009lub.2	Cbr4	+	+0393	Mus musculus carbonyl reductase 4 (Cbr4), mRNA.	NA	NA
Intron	chr8	061558078	061558804	uc009luf.1	Palld	-	+344249	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	NA	NA
Intron	chr8	061559293	061560356	uc009luf.1	Palld	-	+342866	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	NA	NA
Intron	chr8	061569646	061569851	uc009luf.1	Palld	-	+332942	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	NA	NA
Intron	chr8	061572700	061573968	uc009luf.1	Palld	-	+329356	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	NA	NA
Intron	chr8	061587880	061588249	uc009luf.1	Palld	-	+314626	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	NA	NA
Intron	chr8	061588661	061591771	uc009luf.1	Palld	-	+312474	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	NA	NA
Intron	chr8	061607147	061607725	uc009luf.1	Palld	-	+295254	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	NA	NA
Intron	chr8	061610490	061612406	uc009luf.1	Palld	-	+291242	Mus musculus palladin, cytoskeletal associated protein (Palld), mRNA.	NA	NA
5'UTR	chr8	061927383	061928897	uc009lun.1	Ddx60	+	+0052	Mus musculus DEAD (Asp-Glu-Ala-Asp) box polypeptide 60 (Ddx60), mRNA.	NA	NA
Intron	chr8	064732504	064733618	uc009lux.1	Sc4mol	-	+0517	Mus musculus sterol-C4-methyl oxidase-like (Sc4mol), mRNA.	NA	NA
Upstream	chr8	064735097	064735396	uc009lux.1	Sc4mol	-	-1668	Mus musculus sterol-C4-methyl oxidase-like (Sc4mol), mRNA.	NA	NA
Intron	chr8	064745408	064748357	uc029wth.1	Klhl2	-	+32983	Mus musculus kelch-like 2, Mayven (Drosophila) (Klhl2), mRNA.	NA	NA
Intron	chr8	064947176	064948091	uc009lvb.3	Tmem192	+	+0449	Mus musculus transmembrane protein 192 (Tmem192), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	066486073	066486845	uc029wtj.1	Tma16	-	+0071	Mus musculus translation machinery associated 16 homolog (S. cerevisiae) (Tma16), mRNA.	NA	NA
Exon/CD	chr8	066860285	066860928	uc009lvu.2	Naf1	+	+0390	Mus musculus nuclear assembly factor 1 homolog (S. cerevisiae) (Naf1), mRNA.	NA	NA
Intron	chr8	067494868	067495986	uc009lvw.2	Nat2	+	+0553	Mus musculus N-acetyltransferase 2 (arylamine N-acetyltransferase) (Nat2), transcript variant 2, mRNA.	NA	NA
5'UTR	chr8	068276059	068277440	uc009lwe.2	Sh2d4a	+	+0222	Mus musculus SH2 domain containing 4A (Sh2d4a), mRNA.	NA	NA
Exon/CD	chr8	068793523	068794609	uc009lwm.1	Ints10	+	+0113	Mus musculus integrator complex subunit 10 (Ints10), mRNA.	NA	NA
3'UTR	chr8	068880128	068882901	uc009lws.1	AK170106	+	+0957	Mus musculus 4 days neonate male adipose cDNA, RIKEN full-length enriched library, clone:B430111F17 product:lipoprotein lipase, full insert sequence.	NA	NA
Intron	chr8	069063334	069064715	uc009lwt.1	Slc18a1	-	+25198	Mus musculus solute carrier family 18 (vesicular monoamine), member 1 (Slc18a1), mRNA.	NA	NA
Intron	chr8	069088736	069089802	uc009lwx.2	Atp6v1b2	+	+0534	Mus musculus ATPase, H+ transporting, lysosomal V1 subunit B2 (Atp6v1b2), mRNA.	NA	NA
Intron	chr8	069208547	069209906	uc009lxc.1	Zfp930	+	+0181	Mus musculus zinc finger protein 930 (Zfp930), mRNA.	NA	NA
Upstream	chr8	069395074	069396774	uc029wto.1	Gm10033	-	-0380	Mus musculus predicted gene 10033 (Gm10033), transcript variant 1, non-coding RNA.	NA	NA
Upstream	chr8	069398924	069401392	uc029wto.1	Gm10033	-	-4614	Mus musculus predicted gene 10033 (Gm10033), transcript variant 1, non-coding RNA.	NA	NA
Intron	chr8	069624910	069625617	uc009lxh.1	Zfp868	-	+0285	Mus musculus zinc finger protein 868 (Zfp868), transcript variant 1, mRNA.	NA	NA
Intron	chr8	069654492	069655066	uc012gem.1	Zfp964	+	+0224	Mus musculus zinc finger protein 964 (Zfp964), mRNA.	NA	NA
Intron	chr8	069715592	069716936	uc009lxn.2	Zfp869	-	+0684	Mus musculus zinc finger protein 869 (Zfp869), transcript variant 1, mRNA.	NA	NA
Intron	chr8	069749186	069750538	uc009lxp.1	Zfp963	-	+25049	Mus musculus zinc finger protein 963 (Zfp963), mRNA.	NA	NA
Intron	chr8	069774445	069774984	uc009lxp.1	Zfp963	-	+0197	Mus musculus zinc finger protein 963 (Zfp963), mRNA.	NA	NA
5'UTR	chr8	069790413	069792011	uc009lxr.2	Atp13a1	+	+0050	Mus musculus ATPase type 13A1 (Atp13a1), mRNA.	NA	NA
Intron	chr8	069808730	069809116	uc009lxt.1	Gmip	+	+0237	Mus musculus Gem-interacting protein (Gmip), mRNA.	NA	NA
Intron	chr8	069837089	069837457	uc009lxx.1	Pbx4	+	+4570	Mus musculus pre B cell leukemia homeobox 4 (Pbx4), mRNA.	NA	NA
5'UTR	chr8	069901172	069903220	uc009lyd.1	Ndufa13	-	+0362	Mus musculus NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 13 (Ndufa13), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	069919246	069922216	uc009lyg.2	Gatad2a	-	+75648	Mus musculus GATA zinc finger domain containing 2A (Gatad2a), transcript variant 1, mRNA.	NA	NA
Intron	chr8	069937913	069938447	uc009lyg.2	Gatad2a	-	+58199	Mus musculus GATA zinc finger domain containing 2A (Gatad2a), transcript variant 1, mRNA.	NA	NA
Intron	chr8	069949537	069951546	uc009lyg.2	Gatad2a	-	+45838	Mus musculus GATA zinc finger domain containing 2A (Gatad2a), transcript variant 1, mRNA.	NA	NA
Intron	chr8	069966113	069968611	uc009lyg.2	Gatad2a	-	+29017	Mus musculus GATA zinc finger domain containing 2A (Gatad2a), transcript variant 1, mRNA.	NA	NA
Intron	chr8	069973349	069975327	uc009lyg.2	Gatad2a	-	+22041	Mus musculus GATA zinc finger domain containing 2A (Gatad2a), transcript variant 1, mRNA.	NA	NA
Intron	chr8	069995458	069996266	uc009lyg.2	Gatad2a	-	+0517	Mus musculus GATA zinc finger domain containing 2A (Gatad2a), transcript variant 1, mRNA.	NA	NA
Upstream	chr8	069996705	069997425	uc009lyg.2	Gatad2a	-	-0686	Mus musculus GATA zinc finger domain containing 2A (Gatad2a), transcript variant 1, mRNA.	NA	NA
5'UTR	chr8	070041954	070043439	uc009lyj.2	Mau2	-	+0038	Mus musculus MAU2 chromatid cohesion factor homolog (C. elegans) (Mau2), transcript variant 1, mRNA.	NA	NA
Upstream	chr8	070071031	070074405	uc009lyp.1	Tm6sf2	+	-0213	Mus musculus transmembrane 6 superfamily member 2 (Tm6sf2), mRNA.	NA	NA
Downstream	chr8	070128668	070131853	uc009lyt.1	Rfxank	-	+8937	Mus musculus regulatory factor X-associated ankyrin-containing protein (Rfxank), transcript variant 1, mRNA.	NA	NA
Upstream	chr8	070138440	070140294	uc009lyy.1	2310045N01Rik	+	-0345	Mus musculus RIKEN cDNA 2310045N01 gene (2310045N01Rik), mRNA.	NA	NA
Upstream	chr8	070171898	070172776	uc009lzc.1	Tmem161a	+	-0073	Mus musculus transmembrane protein 161A (Tmem161a), mRNA.	NA	NA
Intron	chr8	070188356	070188752	uc012gex.1	Slc25a42	-	+23727	Mus musculus solute carrier family 25, member 42 (Slc25a42), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	070189126	070189602	uc012gex.1	Slc25a42	-	+22917	Mus musculus solute carrier family 25, member 42 (Slc25a42), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	070192116	070195972	uc012gex.1	Slc25a42	-	+18237	Mus musculus solute carrier family 25, member 42 (Slc25a42), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	070196687	070199102	uc012gex.1	Slc25a42	-	+14387	Mus musculus solute carrier family 25, member 42 (Slc25a42), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	070199438	070201630	uc012gex.1	Slc25a42	-	+11747	Mus musculus solute carrier family 25, member 42 (Slc25a42), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	070201932	070202168	uc012gex.1	Slc25a42	-	+10231	Mus musculus solute carrier family 25, member 42 (Slc25a42), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	070207896	070209219	uc012gex.1	Slc25a42	-	+3724	Mus musculus solute carrier family 25, member 42 (Slc25a42), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr8	070210186	070214385	uc012gex.1	Slc25a42	-	-0004	Mus musculus solute carrier family 25, member 42 (Slc25a42), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	070219241	070223379	uc009lzi.1	Armc6	-	+13112	Mus musculus armadillo repeat containing 6 (Armc6), mRNA.	NA	NA
Intron	chr8	070219241	070223379	uc009lzi.1	Armc6	-	+13112	Mus musculus armadillo repeat containing 6 (Armc6), mRNA.	NA	NA
5'UTR	chr8	070234132	070234974	uc009lzm.2	Sugp2	+	+0328	Mus musculus SURP and G patch domain containing 2 (Sugp2), transcript variant 2, mRNA.	NA	NA
Upstream	chr8	070272195	070272521	uc009lzq.1	AK076954	+	-1233	Mus musculus adult male testis cDNA, RIKEN full-length enriched library, clone:4930571N02 product:unclassifiable, full insert sequence.	NA	NA
Intron	chr8	070283002	070283589	uc009lzs.2	Homer3	+	+0297	Mus musculus homer homolog 3 (Drosophila) (Homer3), transcript variant 2, mRNA.	NA	NA
Exon/CD	chr8	070302269	070303454	uc009lzx.1	Cope	+	+0077	Mus musculus coatomer protein complex, subunit epsilon (Cope), mRNA.	NA	NA
5'UTR	chr8	070351226	070355149	uc009mab.2	Upf1	-	+0086	Mus musculus UPF1 regulator of nonsense transcripts homolog (yeast) (Upf1), transcript variant 1, mRNA.	NA	NA
Exon/CD	chr8	070439118	070439976	uc009mae.1	Crtc1	-	+0026	Mus musculus CREB regulated transcription coactivator 1 (Crtc1), mRNA.	NA	NA
Intron	chr8	070476375	070476929	uc029wts.1	Klhl26	-	+0291	Mus musculus kelch-like 26 (Drosophila) (Klhl26), transcript variant 2, mRNA.	NA	NA
Intron	chr8	070506135	070507129	uc009mal.1	2810428I15Rik	-	+0107	Mus musculus RIKEN cDNA 2810428I15 gene (2810428I15Rik), mRNA.	NA	NA
Upstream	chr8	070509447	070511709	uc009mam.1	Uba52	-	-0211	Mus musculus ubiquitin A-52 residue ribosomal protein fusion product 1 (Uba52), mRNA.	NA	NA
5'UTR	chr8	070522230	070524058	uc009man.2	2810422J05Rik	-	+0036	Mus musculus RIKEN cDNA 2810422J05 gene (2810422J05Rik), mRNA.	NA	NA
Intron	chr8	070526754	070531357	uc009map.2	Fkbp8	+	+1313	Mus musculus FK506 binding protein 8 (Fkbp8), transcript variant 2, mRNA.	NA	NA
Intron	chr8	070537174	070545980	uc009mau.1	Ell	+	+1903	Mus musculus elongation factor RNA polymerase II (Ell), mRNA.	NA	NA
Intron	chr8	070554510	070556296	uc009mau.1	Ell	+	+15729	Mus musculus elongation factor RNA polymerase II (Ell), mRNA.	NA	NA
Intron	chr8	070558706	070559008	uc009mau.1	Ell	+	+19183	Mus musculus elongation factor RNA polymerase II (Ell), mRNA.	NA	NA
Intron	chr8	070559555	070565990	uc009mau.1	Ell	+	+23098	Mus musculus elongation factor RNA polymerase II (Ell), mRNA.	NA	NA
Intron	chr8	070559555	070565990	uc009mau.1	Ell	+	+23098	Mus musculus elongation factor RNA polymerase II (Ell), mRNA.	NA	NA
Intron	chr8	070559555	070565990	uc009mau.1	Ell	+	+23098	Mus musculus elongation factor RNA polymerase II (Ell), mRNA.	NA	NA
Upstream	chr8	070607964	070611948	uc009may.1	Ssbp4	-	-1084	Mus musculus single stranded DNA binding protein 4 (Ssbp4), mRNA.	NA	NA
Upstream	chr8	070615058	070617792	uc009maz.1	Lrrc25	+	-0418	Mus musculus leucine rich repeat containing 25 (Lrrc25), mRNA.	NA	NA
Upstream	chr8	070615058	070617792	uc009maz.1	Lrrc25	+	-0418	Mus musculus leucine rich repeat containing 25 (Lrrc25), mRNA.	NA	NA
Intron	chr8	070618218	070618583	uc009maz.1	Lrrc25	+	+1557	Mus musculus leucine rich repeat containing 25 (Lrrc25), mRNA.	NA	NA
Upstream	chr8	070628121	070639608	uc009mbb.2	Gdf15	-	-1408	Mus musculus growth differentiation factor 15 (Gdf15), mRNA.	NA	NA
Upstream	chr8	070628121	070639608	uc009mbb.2	Gdf15	-	-1408	Mus musculus growth differentiation factor 15 (Gdf15), mRNA.	NA	NA
Upstream	chr8	070628121	070639608	uc009mbb.2	Gdf15	-	-1408	Mus musculus growth differentiation factor 15 (Gdf15), mRNA.	NA	NA
Upstream	chr8	070628121	070639608	uc009mbb.2	Gdf15	-	-1408	Mus musculus growth differentiation factor 15 (Gdf15), mRNA.	NA	NA
3'UTR	chr8	070644801	070654836	uc009mbc.2	Pgpep1	-	+9920	Mus musculus pyroglutamyl-peptidase I (Pgpep1), mRNA.	NA	NA
3'UTR	chr8	070644801	070654836	uc009mbc.2	Pgpep1	-	+9920	Mus musculus pyroglutamyl-peptidase I (Pgpep1), mRNA.	NA	NA
Intron	chr8	070657446	070660612	uc009mbc.2	Pgpep1	-	+0709	Mus musculus pyroglutamyl-peptidase I (Pgpep1), mRNA.	NA	NA
Intron	chr8	070672434	070674726	uc012gfd.1	Lsm4	+	+0350	Mus musculus LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae) (Lsm4), mRNA.	NA	NA
5'UTR	chr8	070695520	070701367	uc009mbe.2	Jund	+	+0705	Mus musculus Jun proto-oncogene related gene d (Jund), mRNA.	NA	NA
3'UTR	chr8	070719591	070725507	uc012gfe.1	Gm3336	+	+4007	Mus musculus predicted gene 3336 (Gm3336), mRNA.	NA	NA
Intron	chr8	070743293	070745453	uc009mbg.1	Pde4c	+	+20310	Mus musculus phosphodiesterase 4C, cAMP specific (Pde4c), mRNA.	NA	NA
Upstream	chr8	070751787	070755141	uc009mbj.2	Rab3a	+	-1214	Mus musculus RAB3A, member RAS oncogene family (Rab3a), transcript variant 1, mRNA.	NA	NA
Intron	chr8	070760326	070760949	uc009mbl.1	Mpv17l2	-	+0284	Mus musculus MPV17 mitochondrial membrane protein-like 2 (Mpv17l2), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Upstream	chr8	070761298	070761959	uc009mbl.1	Mpv17l2	-	-0707	Mus musculus MPV17 mitochondrial membrane protein-like 2 (Mpv17l2), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	070763816	070764314	uc009mbm.1	Ifi30	-	+2598	Mus musculus interferon gamma inducible protein 30 (Ifi30), mRNA.	NA	NA
Downstream	chr8	070766336	070768860	uc009mbn.2	Pik3r2	-	+9114	Mus musculus phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta) (Pik3r2), mRNA.	NA	NA
Downstream	chr8	070766336	070768860	uc009mbn.2	Pik3r2	-	+9114	Mus musculus phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 2 (p85 beta) (Pik3r2), mRNA.	NA	NA
3'UTR	chr8	070776122	070777953	uc009mbo.2	2010320M18Rik	+	+0176	Mus musculus RIKEN cDNA 2010320M18 gene (2010320M18Rik), non-coding RNA.	NA	NA
Intron	chr8	070791695	070792416	uc009mbq.1	Mast3	-	+4933	Mus musculus microtubule associated serine/threonine kinase 3 (Mast3), mRNA.	NA	NA
Upstream	chr8	070796460	070800887	uc009mbq.1	Mast3	-	-1685	Mus musculus microtubule associated serine/threonine kinase 3 (Mast3), mRNA.	NA	NA
Upstream	chr8	070801200	070801400	uc009mbq.1	Mast3	-	-4312	Mus musculus microtubule associated serine/threonine kinase 3 (Mast3), mRNA.	NA	NA
Upstream	chr8	070801990	070805393	uc009mbr.2	Il12rb1	+	-4757	Mus musculus interleukin 12 receptor, beta 1 (Il12rb1), mRNA.	NA	NA
Exon/CD	chr8	070838815	070839587	uc009mbt.1	Arrdc2	-	+0519	Mus musculus arrestin domain containing 2 (Arrdc2), mRNA.	NA	NA
Upstream	chr8	070840039	070840781	uc009mbt.1	Arrdc2	-	-0690	Mus musculus arrestin domain containing 2 (Arrdc2), mRNA.	NA	NA
Upstream	chr8	070865538	070865763	uc009mbx.2	Kcnn1	-	-2392	Mus musculus potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1 (Kcnn1), mRNA.	NA	NA
5'UTR	chr8	070872860	070874112	uc009mby.1	Ccdc124	-	+0004	Mus musculus coiled-coil domain containing 124 (Ccdc124), mRNA.	NA	NA
Intron	chr8	070896399	070898239	uc009mca.2	Rpl18a	-	+0124	Mus musculus ribosomal protein L18A (Rpl18a), mRNA.	NA	NA
Intron	chr8	070905940	070906670	uc009mcd.2	Mtap1s	+	+0332	Mus musculus microtubule-associated protein 1S (Mtap1s), mRNA.	NA	NA
Intron	chr8	071272011	071273833	uc009mcj.2	Myo9b	+	+0209	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071291135	071291803	uc009mcj.2	Myo9b	+	+18756	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071294572	071301634	uc009mcj.2	Myo9b	+	+25390	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071294572	071301634	uc009mcj.2	Myo9b	+	+25390	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071305506	071306852	uc009mcj.2	Myo9b	+	+33466	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071305506	071306852	uc009mcj.2	Myo9b	+	+33466	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071307195	071317970	uc009mcj.2	Myo9b	+	+39869	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071307195	071317970	uc009mcj.2	Myo9b	+	+39869	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071324133	071324957	uc009mcj.2	Myo9b	+	+51832	Mus musculus myosin IXb (Myo9b), transcript variant 1, mRNA.	NA	NA
Intron	chr8	071366534	071368689	uc009mco.2	Use1	+	+0764	Mus musculus unconventional SNARE in the ER 1 homolog (S. cerevisiae) (Use1), transcript variant 3, mRNA.	NA	NA
5'UTR	chr8	071371248	071371915	uc009mcu.2	Ocel1	+	+0284	Mus musculus occludin/ELL domain containing 1 (Ocel1), mRNA.	NA	NA
Upstream	chr8	071379917	071384332	uc009mcx.1	Nr2f6	-	-0172	Mus musculus nuclear receptor subfamily 2, group F, member 6 (Nr2f6), mRNA.	NA	NA
Exon/CD	chr8	071394467	071395799	uc009mcz.2	Ushbp1	-	+0668	Mus musculus Usher syndrome 1C binding protein 1 (Ushbp1), mRNA.	NA	NA
Upstream	chr8	071396157	071397421	uc009mdb.2	5430437P03Rik	+	-0065	Mus musculus RIKEN cDNA 5430437P03 gene (5430437P03Rik), mRNA.	NA	NA
Downstream	chr8	071403893	071405920	uc009mdb.2	5430437P03Rik	+	+8052	Mus musculus RIKEN cDNA 5430437P03 gene (5430437P03Rik), mRNA.	NA	NA
Upstream	chr8	071463081	071464570	uc009mdf.2	Abhd8	-	-0168	Mus musculus abhydrolase domain containing 8 (Abhd8), mRNA.	NA	NA
Upstream	chr8	071463081	071464570	uc009mdf.2	Abhd8	-	-0168	Mus musculus abhydrolase domain containing 8 (Abhd8), mRNA.	NA	NA
Intron	chr8	071464907	071465478	uc009mdh.1	Mrpl34	+	+0267	Mus musculus mitochondrial ribosomal protein L34 (Mrpl34), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	071469164	071469703	uc009mdi.2	Dda1	+	+0240	Mus musculus DET1 and DDB1 associated 1 (Dda1), mRNA.	NA	NA
Exon/CD	chr8	071476216	071476916	uc009mdl.2	Ano8	-	+9501	Mus musculus anoctamin 8 (Ano8), mRNA.	NA	NA
Exon/CD	chr8	071485559	071486026	uc009mdl.2	Ano8	-	+0275	Mus musculus anoctamin 8 (Ano8), mRNA.	NA	NA
3'UTR	chr8	071487798	071489219	uc009mdo.1	Gtpbp3	+	+0406	Mus musculus GTP binding protein 3 (Gtpbp3), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
3'UTR	chr8	071487798	071489219	uc009mdo.1	Gtpbp3	+	+0406	Mus musculus GTP binding protein 3 (Gtpbp3), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	071495208	071499353	uc009mdo.1	Gtpbp3	+	+9178	Mus musculus GTP binding protein 3 (Gtpbp3), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
Intron	chr8	071495208	071499353	uc009mdo.1	Gtpbp3	+	+9178	Mus musculus GTP binding protein 3 (Gtpbp3), nuclear gene encoding mitochondrial protein, mRNA.	NA	NA
5'UTR	chr8	071511328	071512124	uc009mdp.2	Plvap	-	+0043	Mus musculus plasmalemma vesicle associated protein (Plvap), mRNA.	NA	NA
Upstream	chr8	071526599	071527319	uc009mdq.1	AK141396	-	-1266	Mus musculus 7 days embryo whole body cDNA, RIKEN full-length enriched library, clone:C430049E01 product:hypothetical protein, full insert sequence.	NA	NA
Upstream	chr8	071527677	071529299	uc009mdq.1	AK141396	-	-2795	Mus musculus 7 days embryo whole body cDNA, RIKEN full-length enriched library, clone:C430049E01 product:hypothetical protein, full insert sequence.	NA	NA
Intron	chr8	071534561	071538452	uc009mdr.1	Bst2	-	+0931	Mus musculus bone marrow stromal cell antigen 2 (Bst2), mRNA.	NA	NA
Intron	chr8	071534561	071538452	uc009mdr.1	Bst2	-	+0931	Mus musculus bone marrow stromal cell antigen 2 (Bst2), mRNA.	NA	NA
Upstream	chr8	071541483	071543594	uc009mdt.1	Fam125a	+	-0391	Mus musculus family with sequence similarity 125, member A (Fam125a), mRNA.	NA	NA
Intron	chr8	071569572	071570384	uc009mdw.1	Slc27a1	+	+1052	Mus musculus solute carrier family 27 (fatty acid transporter), member 1 (Slc27a1), mRNA.	NA	NA
